# timestamps [seconds],pts
91190.138764,8993479
91190.161927,8994997
91190.196900,8997289
91190.234360,8999744
91190.274201,9002355
91190.319215,9005305
91190.342774,9006849
91190.386460,9009712
91190.409638,9011230
91190.453507,9014105
91190.477357,9015668
91190.520646,9018505
91190.543397,9019996
91190.587250,9022870
91190.610398,9024387
91190.654374,9027269
91190.677186,9028764
91190.722031,9031703
91190.744584,9033181
91190.789200,9036105
91190.813935,9037726
91190.836884,9039230
91190.870682,9041445
91190.893616,9042948
91190.925950,9045067
91190.964295,9047580
91190.997239,9049739
91191.037888,9052403
91191.073853,9054760
91191.092301,9055969
91191.130692,9058485
91191.163239,9060618
91191.202561,9063195
91191.236054,9065390
91191.280778,9068321
91191.305024,9069910
91191.347962,9072724
91191.371064,9074238
91191.413071,9076990
91191.439103,9078696
91191.482117,9081515
91191.505387,9083040
91191.548279,9085851
91191.573106,9087478
91191.614396,9090184
91191.639619,9091837
91191.682267,9094632
91191.707261,9096270
91191.743058,9098616
91191.765931,9100115
91191.799775,9102333
91191.840455,9104999
91191.858353,9106172
91191.897767,9108755
91191.931061,9110937
91191.973267,9113703
91192.010316,9116131
91192.034531,9117718
91192.074204,9120318
91192.098069,9121882
91192.136033,9124370
91192.184846,9127569
91192.207291,9129040
91192.252015,9131971
91192.275666,9133521
91192.318757,9136345
91192.343278,9137952
91192.386094,9140758
91192.410371,9142348
91192.453126,9145150
91192.478104,9146787
91192.519822,9149521
91192.544877,9151163
91192.586289,9153877
91192.611756,9155546
91192.654679,9158359
91192.679490,9159985
91192.714478,9162278
91192.737366,9163778
91192.770066,9165921
91192.808411,9168434
91192.826081,9169592
91192.866502,9172241
91192.901932,9174563
91192.945496,9177418
91192.964097,9178637
91192.995255,9180679
91193.034241,9183234
91193.069245,9185528
91193.106644,9187979
91193.124665,9189160
91193.168748,9192049
91193.211320,9194839
91193.235520,9196425
91193.278992,9199274
91193.303178,9200859
91193.346085,9203671
91193.370209,9205252
91193.413697,9208101
91193.436753,9209612
91193.480714,9212493
91193.503236,9213969
91193.546998,9216837
91193.571702,9218456
91193.615662,9221337
91193.638245,9222817
91193.677140,9225366
91193.694001,9226471
91193.732575,9228999
91193.763123,9231001
91193.801194,9233496
91193.834244,9235662
91193.871323,9238092
91193.888886,9239243
91193.940049,9242596
91193.958481,9243804
91193.990174,9245881
91194.028290,9248379
91194.063035,9250656
91194.106095,9253478
91194.150498,9256388
91194.174943,9257990
91194.217454,9260776
91194.241624,9262360
91194.284760,9265187
91194.307831,9266699
91194.350602,9269502
91194.375199,9271114
91194.418610,9273958
91194.441712,9275472
91194.486024,9278376
91194.508698,9279862
91194.552888,9282758
91194.575928,9284268
91194.610673,9286545
91194.633347,9288031
91194.664506,9290073
91194.704590,9292700
91194.736649,9294801
91194.770600,9297026
91194.809586,9299581
91194.831025,9300986
91194.871964,9303669
91194.889710,9304832
91194.929703,9307453
91194.959840,9309428
91194.999589,9312033
91195.044678,9314988
91195.089860,9317949
91195.113557,9319502
91195.135132,9320916
91195.178132,9323734
91195.201066,9325237
91195.244996,9328116
91195.270356,9329778
91195.312195,9332520
91195.336579,9334118
91195.379273,9336916
91195.403504,9338504
91195.445756,9341272
91195.469880,9342853
91195.513215,9345693
91195.535706,9347167
91195.572327,9349567
91195.589829,9350714
91195.625428,9353047
91195.665696,9355686
91195.698914,9357863
91195.738526,9360459
91195.756287,9361623
91195.797501,9364324
91195.833283,9366669
91195.873902,9369331
91195.890534,9370421
91195.921799,9372470
91195.983155,9376491
91196.006425,9378016
91196.050797,9380924
91196.072694,9382359
91196.116624,9385238
91196.140076,9386775
91196.183518,9389622
91196.206299,9391115
91196.251328,9394066
91196.275345,9395640
91196.317658,9398413
91196.341325,9399964
91196.384568,9402798
91196.407624,9404308
91196.451325,9407172
91196.474793,9408710
91196.513703,9411260
91196.532868,9412516
91196.574219,9415226
91196.590714,9416307
91196.630082,9418887
91196.664918,9421170
91196.706696,9423908
91196.724091,9425048
91196.765000,9427729
91196.797684,9429871
91196.831315,9432075
91196.871400,9434702
91196.890610,9435961
91196.943375,9439419
91196.986924,9442273
91197.010850,9443841
91197.054413,9446696
91197.078049,9448245
91197.122239,9451141
91197.145127,9452641
91197.188035,9455453
91197.211518,9456992
91197.256013,9459908
91197.279221,9461429
91197.300416,9462818
91197.345490,9465772
91197.367997,9467247
91197.412369,9470154
91197.435502,9471670
91197.467759,9473784
91197.506562,9476327
91197.526276,9477619
91197.563660,9480069
91197.598908,9482379
91197.638459,9484971
91197.654633,9486031
91197.714783,9489973
91197.731873,9491093
91197.769868,9493583
91197.807099,9496023
91197.824464,9497161
91197.867432,9499977
91197.903260,9502325
91197.948548,9505293
91197.970826,9506753
91198.014893,9509641
91198.040681,9511331
91198.082429,9514067
91198.106171,9515623
91198.149934,9518491
91198.173096,9520009
91198.216279,9522839
91198.239045,9524331
91198.282746,9527195
91198.308259,9528867
91198.350678,9531647
91198.373322,9533131
91198.413087,9535736
91198.431794,9536962
91198.473054,9539666
91198.507386,9541916
91198.548737,9544626
91198.565339,9545714
91198.607575,9548482
91198.625642,9549666
91198.658204,9551800
91198.696778,9554328
91198.729981,9556504
91198.769898,9559120
91198.802338,9561246
91198.842957,9563908
91198.867036,9565486
91198.909119,9568244
91198.931946,9569740
91198.975800,9572614
91199.020264,9575528
91199.044709,9577130
91199.087128,9579910
91199.110963,9581472
91199.154420,9584320
91199.179047,9585934
91199.221131,9588692
91199.246247,9590338
91199.288911,9593134
91199.313264,9594730
91199.348145,9597016
91199.370820,9598502
91199.403321,9600632
91199.426453,9602147
91199.459473,9604311
91199.494965,9606637
91199.528687,9608847
91199.567414,9611385
91199.602021,9613653
91199.644318,9616425
91199.659272,9617405
91199.702393,9620231
91199.746308,9623109
91199.790803,9626025
91199.814637,9627587
91199.837556,9629089
91199.880860,9631927
91199.905366,9633533
91199.948456,9636357
91199.975526,9638131
91200.017304,9640869
91200.040528,9642391
91200.082398,9645135
91200.107453,9646777
91200.149384,9649525
91200.173768,9651123
91200.217194,9653969
91200.244172,9655737
91200.283692,9658327
91200.311433,9660145
91200.342347,9662171
91200.363587,9663563
91200.397919,9665813
91200.434815,9668230
91200.465394,9670234
91200.506318,9672916
91200.540467,9675154
91200.565003,9676762
91200.598298,9678944
91200.637726,9681528
91200.674317,9683926
91200.699982,9685608
91200.734284,9687856
91200.774049,9690462
91200.818665,9693386
91200.844208,9695060
91200.886964,9697862
91200.910584,9699410
91200.953004,9702190
91200.979676,9703938
91201.020600,9706620
91201.045563,9708256
91201.086274,9710924
91201.110474,9712510
91201.154816,9715416
91201.178895,9716994
91201.215363,9719384
91201.237458,9720832
91201.273163,9723172
91201.297974,9724798
91201.332642,9727070
91201.370484,9729550
91201.389313,9730784
91201.428834,9733373
91201.461732,9735529
91201.496064,9737779
91201.533997,9740265
91201.567689,9742473
91201.603760,9744837
91201.647217,9747685
91201.689881,9750481
91201.712891,9751989
91201.741822,9753885
91201.779542,9756357
91201.803467,9757925
91201.847535,9760813
91201.873414,9762509
91201.913544,9765139
91201.937257,9766693
91201.980897,9769553
91202.004059,9771071
91202.047791,9773937
91202.071900,9775517
91202.115113,9778349
91202.138367,9779873
91202.179871,9782593
91202.198273,9783799
91202.238221,9786417
91202.271455,9788595
91202.309083,9791061
91202.329316,9792387
91202.366761,9794841
91202.403046,9797219
91202.435059,9799316
91202.474061,9801872
91202.490998,9802982
91202.529053,9805476
91202.562470,9807666
91202.605134,9810462
91202.650788,9813454
91202.674683,9815020
91202.717499,9817826
91202.740327,9819322
91202.784974,9822248
91202.808259,9823774
91202.851563,9826612
91202.875214,9828162
91202.918946,9831028
91202.941559,9832510
91202.985352,9835380
91203.009034,9836932
91203.052460,9839778
91203.076630,9841362
91203.120637,9844246
91203.137208,9845332
91203.177491,9847972
91203.195649,9849162
91203.234437,9851704
91203.266053,9853776
91203.301789,9856118
91203.334321,9858250
91203.371827,9860708
91203.390504,9861932
91203.432282,9864669
91203.466035,9866881
91203.504517,9869403
91203.522889,9870607
91203.555237,9872727
91203.622285,9877121
91203.647309,9878761
91203.670777,9880299
91203.711610,9882975
91203.757203,9885963
91203.780549,9887493
91203.805787,9889147
91203.846345,9891805
91203.870026,9893357
91203.913087,9896179
91203.938233,9897827
91203.979615,9900539
91204.004395,9902163
91204.046784,9904941
91204.071442,9906557
91204.105683,9908801
91204.128846,9910319
91204.161774,9912477
91204.200349,9915005
91204.233277,9917163
91204.271577,9919673
91204.288880,9920807
91204.340760,9924207
91204.358552,9925373
91204.395081,9927767
91204.429627,9930030
91204.466187,9932426
91204.505433,9934998
91204.550019,9937920
91204.572358,9939384
91204.616456,9942274
91204.639649,9943794
91204.683930,9946696
91204.706666,9948186
91204.750153,9951036
91204.774079,9952604
91204.817261,9955434
91204.840790,9956976
91204.884705,9959854
91204.908692,9961426
91204.951173,9964210
91204.974366,9965730
91205.015290,9968412
91205.032777,9969558
91205.071229,9972078
91205.089234,9973258
91205.130555,9975966
91205.164582,9978196
91205.201752,9980632
91205.235444,9982840
91205.274720,9985414
91205.292359,9986570
91205.332276,9989186
91205.367005,9991462
91205.400483,9993656
91205.443177,9996453
91205.466431,9997977
91205.509949,10000829
91205.532929,10002335
91205.576997,10005223
91205.600342,10006753
91205.645386,10009705
91205.667481,10011153
91205.711213,10014019
91205.734528,10015547
91205.778199,10018409
91205.801484,10019935
91205.846955,10022915
91205.868958,10024357
91205.911561,10027149
91205.927643,10028203
91205.967103,10030789
91206.002351,10033099
91206.040314,10035587
91206.059937,10036873
91206.103821,10039749
91206.136841,10041913
91206.174622,10044389
91206.193665,10045637
